#1.2																																																																																																																																																																																					
661	180																																																																																																																																																																																				
symbol	symbol	MLC94_46_LYM009	MLC96_45_LYM186	MLC91_27_LYM427	MLC91_28_LYM428	MLC94_50_LYM004	MLC95_62_LYM114	MLC95_85_LYM137	MLC94_67_LYM027	MLC94_100_LYM057	MLC96_31_LYM173	MLC91_14_LYM432	MLC96_22_LYM164	MLC96_92_LYM233	MLC95_57_LYM109	MLC92_53_LYM248	MLC95_84_LYM136	MLC95_26_LYM079	MLC96_35_LYM177	MLC96_82_LYM223	MLC95_18_LYM072	MLC94_59_LYM019	MLC95_90_LYM142	MLC95_51_LYM103	MLC95_67_LYM119	MLC96_39_LYM181	MLC92_71_LYM266	MLC94_64_LYM024	MLC94_43_LYM006	MLC96_21_LYM163	MLC94_44_LYM007	MLC95_48_LYM100	MLC95_53_LYM105	MLC96_70_LYM211	MLC94_27_LYM002	MLC94_54_LYM014	MLC95_78_LYM130	MLC91_34_LYM399	MLC91_54_LYM325	MLC95_35_LYM088	MLC96_56_LYM197	MLC95_75_LYM127	MLC94_75_LYM035	MLC96_63_LYM204	MLC92_67_LYM262	MLC92_34_LYM294	MLC99_51_LYM241	MLC95_63_LYM115	MLC91_76_LYM324	MLC91_39_LYM407	MLC91_21_LYM421	MLC95_80_LYM132	MLC91_56_LYM394	MLC95_95_LYM146	MLC94_51_LYM011	MLC91_53_LYM323	MLC91_74_LYM320	MLC95_58_LYM110	MLC95_52_LYM104	MLC95_39_LYM092	MLC96_88_LYM229	MLC96_58_LYM199	MLC91_75_LYM321	MLC92_57_LYM252	MLC95_94_LYM145	MLC92_72_LYM267	MLC92_26_LYM286	MLC96_42_LYM183	MLC95_05_LYM059	MLC95_47_LYM099	MLC94_96_LYM054	MLC94_83_LYM041	MLC91_83_LYM308	MLC91_82_LYM307	MLC94_55_LYM015	MLC95_56_LYM108	MLC96_78_LYM219	MLC91_81_LYM306	MLC96_53_LYM194	MLC92_25_LYM285	MLC96_43_LYM184	MLC92_45_LYM238	MLC94_66_LYM026	MLC91_88_LYM299	MLC96_54_LYM195	MLC96_06_LYM154	MLC92_100_LYM284	MLC96_83_LYM224	MLC95_42_LYM094	MLC94_78_LYM038	MLC91_62_LYM309	MLC91_86_LYM301	MLC91_87_LYM300	MLC95_69_LYM121	MLC96_87_LYM228	MLC91_22_LYM422	MLC92_42_LYM277	MLC94_26_LYM001	MLC95_12_LYM066	MLC91_99_LYM297	MLC91_84_LYM303	MLC95_49_LYM101	MLC96_17_LYM159	MLC94_90_LYM048	MLC95_89_LYM141	MLC91_20_LYM419	MLC96_100_LYM245	MLC95_50_LYM102	MLC91_73_LYM317	MLC91_10_LYM439	MLC94_93_LYM051	MLC96_81_LYM222	MLC92_52_LYM247	MLC96_96_LYM237	MLC96_93_LYM234	MLC95_93_LYM125	MLC91_43_LYM411	MLC94_92_LYM050	MLC95_30_LYM083	MLC94_74_LYM034	MLC95_07_LYM061	MLC91_55_LYM391	MLC94_53_LYM013	MLC94_52_LYM012	MLC96_57_LYM198	MLC95_72_LYM124	MLC95_15_LYM069	MLC91_51_LYM318	MLC96_99_LYM244	MLC91_18_LYM415	MLC94_45_LYM008	MLC95_10_LYM064	MLC95_08_LYM062	MLC94_72_LYM032	MLC94_82_LYM040	MLC92_94_LYM272	MLC96_90_LYM231	MLC96_40_LYM182	MLC91_38_LYM404	MLC91_17_LYM413	MLC91_80_LYM305	MLC91_79_LYM304	MLC96_23_LYM165	MLC95_04_LYM058	MLC91_66_LYM313	MLC96_50_LYM191	MLC91_15_LYM431	MLC91_35_LYM400	MLC95_23_LYM076	MLC95_27_LYM080	MLC95_40_LYM093	MLC96_71_LYM212	MLC96_48_LYM189	MLC96_86_LYM227	MLC91_29_LYM429	MLC92_97_LYM281	MLC94_86_LYM044	MLC96_04_LYM152	MLC95_14_LYM068	MLC92_38_LYM275	MLC95_55_LYM107	MLC96_44_LYM185	MLC95_64_LYM116	MLC94_70_LYM030	MLC96_89_LYM230	MLC96_62_LYM203	MLC96_18_LYM160	MLC94_57_LYM017	MLC96_49_LYM190	MLC95_92_LYM144	MLC95_96_LYM147	MLC91_36_LYM401	MLC94_85_LYM043	MLC91_24_LYM424	MLC91_25_LYM425	MLC91_72_LYM316	MLC96_24_LYM166	MLC96_75_LYM216	MLC95_82_LYM134	MLC91_40_LYM408	MLC94_62_LYM022
SYK	SYK	0.112315733	0.8731667	0.383366667	-0.16176667	0.262866667	-1.784333333	0.003348611	0.2244	0.6856	-0.69896667	-0.033735	0.9810833	0.8328	-0.271766667	-0.159216667	1.6155	0.53328333	-0.29621667	0.03753333	-1.435983333	-0.88740417	-0.67395	-0.0629	-0.171158333	-0.6666167	-0.5795	-0.00245	-0.4946537	-0.569016667	1.021316667	-1.438	0.55993333	1.09815	-0.5211	-0.48355	0.41536	-0.1026833	0.168575	0.3004333	0.34143333	0.49545	0.028975	1.26645	0.425383333	-0.272641667	-0.175816667	1.054666667	-0.83132333	0.373416667	0.504633333	-0.06897963	0.4946833	1.148266667	0.777583333	-0.835294167	0.37185	0.17	0.226541667	-0.4825	1.538666667	-0.2436	-0.675990278	-1.221990483	0.020425	0.373966667	-0.205049067	-0.8587833	0.365725	0.612816667	0.25263333	0.218566667	0.075416667	0.908133333	-0.16263333	-1.091329	-0.53378333	0.8966667	0.5486167	-0.59345	-0.21164167	0.2832167	0.505116667	-0.7042667	0.28235	-0.65855	-1.093833	0.6318167	-1.1049555	-0.95916667	0.018	-0.119266667	-0.6824	-0.3684817	-0.48860873	-0.54261667	-0.631783333	-0.264883333	-0.3303333	-0.81835	-0.089116667	-2.5915	-0.75426667	-1.580562946	-1.483333333	-1.819	-1.853333333	-0.659983333	-0.947133333	-0.155216667	-1.120533	0.603603567	-0.660583333	-0.22895	-1.106170833	-0.911433333	-0.66088334	-1.38095	0.61853333	0.16531667	-1.227727783	-0.647216667	-0.79225	1.36083333	0.3527167	-0.02598333	-0.30565	0.76995	-0.7384357	-0.618333333	0.14585	-0.17611667	0.61405	-0.23619834	0.821716667	-0.35015	-0.400483333	0.019	0.443156483	-0.43481667	-0.351833333	-0.3407037	0.775966667	0.673166667	0.7823083	0.31185	0.38435	0.70368333	-0.448183333	0.572233333	1.016783	0.6919	0.039466668	0.55766667	-1.062833	0.6709	0.935466667	1.649	0.029175	0.302716667	-0.4045292	0.2896	0.089166667	-0.1273	-0.444258333	0.344683333	0.288766667	0.0481	1.133433333	0.839383333	1.54633333	0.6106	0.0621	-0.273216667	-0.11055	0.482166667	-1.132933333	-0.0282	-0.125545833	-0.4724	-0.302516667
T3JAM	T3JAM	-0.1156	0.1323	-0.3731	-3.279	-0.1987	0.4463	0.8538	-0.1458	-0.5674	0.4916	-0.2752	0.0643	-0.2262	0.6798	-0.4147	0.1091	-0.2718	-1.975	-0.9735	0.6195	-0.1948	-1.155	-0.2744	-1.655	-1.172	-0.1069	-0.6057	-0.2173	0.2002	0.376528571	-1.314	-0.0063	0.2131	0.4198	0.0667	0.3386	-0.8261	0.1303	7.32E-09	-0.321	-1.192	0.0287	0.1399	-0.0821	0.132	-0.0649	-0.6198	1.19	0.7083	-1.202	0.1428	-0.2416	1.057	-0.0935	0.2432	0.1896	-0.8534	-0.3391	-0.1281	-0.3085	-0.2673125	0.2102	0.0289	1.014	0.3119	1.532	0.6223	-0.1615	-0.1133	0.2145	-0.3453	0.6738	1.342	0.379	0.467	0.7836	0.5332	-0.0911	-0.13	0.1845	1.653	-0.1547	1.033	0.3508	1.418	1.143	0.4873	-0.4304	0.7039	-0.0928	-0.9048	-0.1061	0.5715	-0.5563	-0.3082	-0.4285	0.4027	0.3317	-0.532	-0.2355	-0.428	0.0096	1.585	0.5599	-1.002	-0.2281	0.1103	0.5057	0.2158	1.005	0.9711	0.0366	-0.1824	0.03936667	-0.2192	1.193	0.8946	0.2559	0.2083	-0.0227	0.3388	0.525	-0.9432	0.7235	0.3277	0.0227	-0.0925	-0.6396	0.6782	0.1811	-0.777	0.329	1.058	0.4237	-0.5138	-0.3352	-0.2808	-0.7231	0.7367	1.122	1.05	0.4059	-0.6438	0.5756	0.4784	0.3334	0.6735	1.201	-0.1017	1.163	-0.3277	-0.081	0.9187	-0.6298	0.3848	0.3763	-0.3677	0.2789	1.367	0.5963	-0.5205	1.15	-0.5133	0.1597	-0.8418	0.4633	-0.1256	-1.029	0.4231	0.4134	-0.124	0.128	-0.171545	-2.39	-0.8582	-1.876	-0.1792	-0.0301	0.3734	-0.9043
TACC3	TACC3	-0.124741675	0.255375	0.104325	0.1363	0.1624375	0.2053	0.249725	0.470825	0.0516625	-0.35215	-0.081875	0.46255	0.47085	-0.0939	0.489425	-0.65695	-0.586075	0.6082	-0.762475	-0.423975	0.5268	0.808025	0.76825	0.63965	0.5236	-0.884275	-0.349225	-0.084325	0.3975	0.468725	-1.259475	-0.1045	0.151675	-0.0783125	0.567075	-0.037225	-0.483575	0.5651	-0.06245	0.04145	-0.0904875	-0.0160125	0.142725	-0.0790125	-0.512725	-0.9846	-0.31425	-0.255025	-0.598275	-0.2295375	-0.7314	0.86995	0.13315	-0.3604	-0.940925	-0.1662	-0.269025	0.322375	-0.1790125	0.452775	-0.110225	-0.338796875	-0.293975	0.131025	-0.8792	-0.560175	-0.631075	-0.02985	0.2765	-0.0338	1.111775	0.79695	0.15545	0.611125	-0.348875	-0.16685	0.323425	0.1934	0.577275	-0.477275	-1.059675	-0.742775	-0.403125	-1.27995	-0.264675	-0.72985	0.363675	-1.0223	-0.446625	0.95835	0.1325	-0.3079	-0.826905	-0.18225	-0.113775	-0.0224375	-0.68845	0.65275	-0.1330875	-0.2939	-0.0005375	-1.3755	0.79117	-0.2136	-0.276175	-0.3174	-0.61225	-0.769775	-0.4032	-0.8150713	-0.0110375	-0.75905	-0.66575	-0.87705	-0.05505	0.2000875	0.398325	0.11365	0.0224875	-0.8407	0.3799	0.26565	0.257975	0.326875	0.170425	0.4328875	-0.2196875	-0.1689	-0.143425	0.0628375	0.740225	-0.1063875	0.261425	0.34265	0.233775	0.0485125	-0.047525	0.327797225	0.620525	1.0802	0.206459375	0.22745	-0.174175	0.89575	0.32185	0.111375	0.239325	0.048012502	-0.3032	0.68355	-0.6057	0.0880375	0.0537	-0.1609625	-1.1751	0.310625	0.219925	-0.530875	-0.264575	0.1306	0.0702625	0.516675	0.89805	0.895825	-0.0041	-0.1757625	0.5934	0.294825	0.12415	0.38585	0.344475	-0.1787125	0.30603375	0.6356	0.57725	0.516775	0.0839	0.3374375	0.448425	-0.196075
TCEA1	TCEA1	-0.3522	0.0155	-0.2141	0.2945	-1.342	-0.2889	-0.1281	0.4227	-0.0658	0.1152	-0.1452	0.6587	0.6192	-0.8583	0.7529	-0.1022	-0.0904	0.104	-0.3824	-1.173	-0.7214	-0.5654	0.9803	0.6545	-0.1536	-0.1654	-0.8617	-0.0158875	-0.2462	1.142	-0.6117222	-0.1478	0.3986	-1.459	0.8427	0.2762	0.2414	1.178	0.5022	0.3056	0.6551	0.7596	0.27269	0.3628	-0.9299	-0.3019	0.9354	0.3694	1.107	0.9145	-0.8357	0.5998	-0.0063	-0.2796	-0.136	-0.1703	-0.2355	1.439	0.2267	0.3921	-0.2135	0.029216667	-0.753	-0.282	-0.2363	-0.1274	-0.3123	-0.1066	-0.3785	0.3936	0.052	-0.0384	0.0097	1.088	-0.6128	-0.1721	0.3802	0.4688	0.2369	-0.0533	-0.5422	-0.0651	0.2215	-1.555	-0.5409	-1.261	-0.5154	-0.5245	-2.543	-0.7068	0.2689	1.171	-1.546	0.3414	-0.3548	-0.5845	-0.9101	-0.631	-0.0807	-0.1449	-0.3804	-0.573	-0.575	-0.7252	0.2026	-0.5982	-1.471	0.0463	-0.2911	-0.7345	-1.213	-0.4519	-0.0469	0.9273	-0.6056	0.4031	-0.0362	-0.1344	-0.9031	-1.053	-0.7564	-0.1246	0.4991	-0.5009	0.108	0.4331	0.172	0.2841	-0.6804	0.52135	-0.296	-0.3015	0.0954	-0.4963	0.2994	-0.0139	0.4881	0.8672	0.1641	0.3127	-0.2062444	-0.4635	-0.0313	1.157	0.3895	0.3424	0.323	0.2753	-0.0852	0.2506	0.0076	-0.4587	-0.3591	0.6479	-1.366	-0.2403	0.2338	-0.17338	0.311	-0.2015	0.2755	0.3152	-0.0208	-1.279	0.3283	-0.5105	0.2397	0.0445	0.3242	0.2544	1.19	0.4549	0.669	0.4101	0.5732	-0.6962	0.5331	-0.6574	0.1317	0.4473
TCF3	TCF3	0.058928567	0.4791	-0.225366667	-0.8426	0.189166667	1.105466667	-0.200233333	0.23273333	-0.5591333	-0.10876667	0.183233333	0.4527667	0.722638333	0.215	0.63961111	0.395733333	0.04543333	-0.2649	0.73926667	-0.903733333	0.73003333	0.981133333	1.35386667	1.848333333	0.9404667	-1.1093	-0.70103333	-0.3879352	-0.023466667	0.947433333	-0.4412333	0.33326667	0.659266667	-0.763466667	0.254733333	-0.1429333	-0.6914667	0.2559667	0.3107	-0.1671	0.782266667	0.178733333	0.62166667	-0.714466667	0.2934	-0.356	-0.1749	-0.30326667	0.4149	-0.2465	-0.3510333	-0.0753	-0.037766665	-0.621633333	-0.1902	-0.350366667	-0.983333333	-0.059133333	0.0691	-0.121733333	0.2121	-0.005	-0.6934	0.296033333	-0.6132	-0.5572	-0.5372667	-0.5234	0.207	-0.34556667	-0.3506	0.9635	0.587633333	0.2837	-0.04416667	-0.47933333	1.085	0.4790667	0.174366667	0.57786667	0.8481	-0.9767	-0.4677667	-0.707666667	-0.172	-1.029833	-0.1461333	-0.827066667	-0.83376667	-0.4967667	-0.630433333	-0.469733333	-0.7043667	-1.863333333	-0.17916667	-0.419966667	-0.7273	0.2208	0.5315	-0.095366667	0.16236667	-0.35533333	-0.908	-0.899233333	-0.0641	-0.731833333	-0.6271	-0.2403	-0.307733333	-0.4385	-0.207566667	-0.720766667	-0.43426667	-1.0647	-0.1272	-0.0264	0.3717	0.1958	0.77183333	-1.12586	0.798333333	-0.009933333	0.22916667	0.6541	0.2631333	-0.428966667	0.014	-0.6846667	-0.695166667	0.2525	0.15146667	0.2227	-0.34783333	-0.824366667	-1.712	-0.566733333	-0.133766667	0.009066667	-0.83043333	0.039233333	0.435133333	-0.376366667	0.402533333	-0.4818333	-0.24116667	-0.4221	-0.0973	-0.989733333	-1.0693	0.2323333	0.0269	-0.2038	-0.11636667	0.098	-0.327333333	-0.6357	0.29166667	-0.649166667	1.363333333	0.5874	0.279733333	0.781533333	-0.18086667	-0.4023	0.2348	0.468366667	0.153333333	0.974033333	0.2095	0.86103333	0.534733333	-0.272166667	0.522666667	-1.106	0.360533333	-0.626466667	0.2719	-0.4761	-0.3137	-0.075055567
TCF7	TCF7	0.387606667	-0.4297333	-1.102396296	-1.69450417	0.53351	-0.832733333	1.255842867	-0.2883	0.02071667	1.21983333	-1.181466667	-0.7043667	0.261033333	1.138766667	-0.900625	-0.480066667	-0.454	0.07293333	0.63543333	0.822466667	-0.39593333	0.29286666	0.6177	-0.894826667	-0.7398333	-0.016798333	0.82626667	0.22421167	-0.04305	0.528866667	-1.1023	0.1772289	0.870166667	1.417	-0.054433333	1.911667	-0.7354574	-0.06086667	-0.8339333	-0.9235	-0.842933333	0.034833333	-1.08275333	-0.811656667	0.14535	0.0115	-0.8999	-0.4123	-0.322978333	-0.907866667	0.0778	-0.30202	0.6936	0.572	-1.616894433	0.167816667	-0.978	-2.039133333	-0.35406667	-0.784833333	0.504833333	-0.6173	0.666270833	1.262666667	0.545066667	2.899666667	1.724333	0.3344778	-1.2525	-1.64496667	-1.185333333	-0.817966667	-0.478208333	-0.4996	-1.251067	0.28946667	-0.4981191	-0.3472667	0.465633333	0.57503333	1.107577	0.879666667	2.09	-0.347133333	1.292	2.119333	0.8139333	0.258133333	0.6653	0.2939	-0.426463333	0.685059267	0.8928333	2.392333333	-0.252575	0.901	1.351333333	0.4481271	-1.1115	0.173191667	-0.84663333	1.0825	-0.102133333	0.381166667	0.2438	0.157233333	-1.219466667	0.132866667	0.494806667	0.308	0.614658333	1.563	0.13653333	1.992	1.0505	1.24597133	0.283833333	0.07396667	1.1855	0.5319	0.697533333	0.170333333	-0.56783333	0.7212333	-0.2964833	-0.786733333	0.189333333	0.2242	-0.3089	0.295	-0.0498	-0.9694667	0.0863	-0.217783333	0.42746667	-0.263933333	-0.103783333	0.167478233	0.72373333	-0.090418519	-0.119095233	-0.5356	-0.7127	-0.5399333	-0.22846667	-1.19095	0.61353704	-0.991466667	-0.554133333	0.3571333	-0.4512	0.131783333	0.68856667	-0.5939926	-0.981590741	-1.1079	-0.61506667	1.739333333	0.18425	-0.7095333	-0.530533333	-1.2371	0.77306667	1.189548133	-0.533233333	-0.973433333	-0.088233333	-0.370666667	-0.835133333	0.1327	0.260964583	-0.683983333	-0.479	-0.6684771	-0.815855667	0.07245	-0.63779	-1.021633333	0.1250667	-0.260866667
TCIRG1	TCIRG1	-0.3438	0.0907	-0.54645	-0.4149	-0.269	0.5376	0.32125	-0.232	-1.4085	-0.1885	-0.15885	0.1202	0.04925	0.01895	0.1384	0.66035	-0.9274	-0.89215	-1.085	0.2443	-1.3485	-0.75845	-0.51224	-1.877	0.18975	-0.3841	-1.0858	-1.242	-0.05655	0.07095	-0.820025	0.48765	0.07499	-0.6738	0.17615	-0.4238	-0.509135	0.309	-0.81465	-0.79385	-0.697	-0.40205	-0.4975	0.4487	-0.8631	-0.07535	-1.293	0.57395	-0.0918	-0.6715	-0.5401	-0.45345	0.3145	-1.0633	1.1435	0.18785	-0.07235	0.20115	0.01595	0.13245	-0.05085	-0.1353	0.18435	-0.05325	-0.05495	0.2727	-0.55085	0.6038	0.0413	0.64035	0.3803	-0.06395	0.543	-0.2653	0.222	0.49905	0.1816	0.219	-0.0944	-0.137535	-0.2898611	0.10605	0.37855	0.6448	-0.17885	-0.2409	0.2069	0.09605	0.66645	1.4875	-0.02935	0.83355	0.17845	1.2405	0.0731	0.3746	-0.02805	-0.24825	0.06535	0.3673	-0.6566	0.60945	0.6983	0.05595	-0.21865	0.40195	0.45685	0.6964	0.0638	0.2795	0.69525	-0.1314	-0.46985	-0.3694	0.42595	0.48535	-0.0956	0.42945	0.0629	-0.00915	0.54435	0.5493	-0.23815	-0.00925	-0.2329	-0.26085	-0.22965	0.1022	0.64395	-1.677	-0.3629	0.0724	-0.2646	0.1331	-0.33485	-0.0234	-0.37155	-0.33065	-0.02404999	0.87605	0.6589	0.2165	-0.05315	0.3526	0.1499	-0.22	0.97525	-0.2815	-0.1481	0.18475	0.03505	0.0313	0.7719	0.5502	0.27035	-0.34445	-0.3904	0.1223	0.3859	0.29675	-0.54055	0.5047	-0.07965	0.3469	-0.99175	0.49745	-0.0472	0.40635	-0.65065	0.03935	-0.24725	0.17505	0.27605	-0.32105	0.19175	-0.5655	0.1962	0.21275	-0.06785	-0.6251
TCL1A	TCL1A	0.670625	1.40825	0.826725	1.67825	1.194875	2.5565	1.17135	2.033	2.55525	0.92065	1.934	-0.26125	1.5035	-1.748	1.867	2.268	2.6935	-0.451725	0.11035	-1.26805	2.28025	1.55375	2.2685	0.2656625	1.5615	0.36655	0.5521	0.513775	1.5210675	3.3245	-3.172168	-2.53628333	-2.03275	-0.5079175	-2.054097222	-0.28955	0.80695	-1.72175	-0.8737	0.70735	1.89275	-0.84555	1.02475	-2.402	-2.12075	-1.545575	0.809725	1.2475	2.10025	1.65125	-2.041692	-0.183875	-2.1561125	-2.9015	-4.32025	-4.0795	-1.64125	-1.830014275	-2.99675	-2.146	-2.44299375	-2.39009	-2.208	1.31675	0.19015	0.1643125	0.0531125	0.6928	0.3968	0.80425	1.41125	-4.56225	-3.85925	-1.612125	-1.7505	-1.439	-2.005053	-2.58525	-2.38215	0.42695	-0.3143	-2.6765	0.7487	-2.773275	0.7421	-1.75925	-2.95825	-0.6946	-1.60875	-3.55975	0.0326375	-1.73675	-1.30775	-1.517425	-3.5195	-0.846125	-1.819475	-3.29415	0.356675	-0.721925	-2.59025	-3.52775	-2.694275	-2.72875	-3.784	-3.01275	-4.046247222	-3.18675	-3.267	-3.21	-3.7855	-2.02997	-3.1585	-1.4495	-2.3065	-2.231725	-1.03924125	-2.8155	-3.279	-3.83825	-1.58875	-1.65075	-1.61508	1.92475	0.6795	1.348	0.534475	0.607175	0.38775	-1.99975	1.3195	-2.3405	-2.5925	1.77025	2.101	1.90125	0.979575	0.387725	0.1921125	1.709	1.52825	1.86475	2.0465	2.953	3.754	-2.96218	1.53175	3.059	1.046	0.329875	3.16675	1.3815	0.179225	-3.808203	-2.5932	-2.90425	-2.25025	-1.66325	-3.0285	-3.4295	-3.3805	1.9245	-0.0867125	0.121037499	1.249	-0.290275	2.05375	1.638	0.689425	0.864225	1.0749	1.36275	0.6359	1.98175	2.849	0.7339	0.254325	-2.92	0.307825	2.04275
TCL1B /// TCL6	TCL1B /// TCL6	-2.184	-1.014	-0.4882	5.608	4.273	-0.4734	-1.216	3.509	-0.2051	-0.5106	-0.3282	-0.5123	0.9554	-0.10374	0.4038	0.7008	-1.312	2.723	-0.28654	1.901	0.997	3.6	-0.6721	0.3602	-1.503	1.151	-0.1762	0.3628	0.1556	0.8772	-1.455	-1.766	-0.179075	-0.40262	-1.517	-0.4831	1.668	-1.39	-1.39	-0.1071	-0.6627	0.23485	0.05526	-0.0813	1.785	0.0794	-0.376	-0.4687375	-0.9819	1.105	-0.9706	2.616	0.0082	-2.001	-0.57708	-1.15	0.032945	0.6144	-0.30418	-0.4787	-0.5792	-0.538728571	-0.5629333	-0.2781	0.134	0.2165	0.66	-0.0764	-0.2830444	-0.1519	0.008	0.16881	-1.436	0.798	-0.1906444	-1.036	0.35331	0.9499	2.15	-0.045	0.1603	-1.742	-0.9312	1.725	0.7495	0.752	-1.061	0.9657	0.0982	-0.6728	-0.5175	0.2051	1.011	-0.515822222	-0.1882	0.4631	1.169	1.883	-0.6078	-0.3522	0.753	-1.971	0.074944444	0.3772	-1.268	-0.3049	-1.578	-0.40795	-1.914	-2.681	-0.2949	0.3463	0.7938	-0.9149	-1.626	0.3507	-1.344	0.4916	-0.13522	-0.204	0.3539	-0.5885	0.6825	4.359	-0.4992	4.325	0.0055	-0.3259	-0.9921	0.59166	1.567	0.2043	-1.83	-0.5202	0.5739	4.838	4.852	-0.8565	-1.162	-1.389	-2.09	3.915	-0.6238	5.976	-0.4429	-0.4255	1.234	-1.072	3.38	-1.876	5.527	0.3292	0.9195	-0.943	-0.5172	-1.422	0.0543	-0.283535	1.516	-0.6753	0.26423	-0.5679	1.046	0.0553	2.661	-1.139	0.6654	-0.2558	-0.9217	0.091905	4.739	4.361	-1.297	0.496	0.059755	2.996	0.438	-0.4784	-1.453	-0.7012
TENS1	TENS1	-0.3924	0.7704	0.3108	-0.1633	-0.5951	-0.693	-0.00255	-0.9601	-0.1777	0.4895	-0.21863889	0.8421	0.8545	0.4757	0.6468	1.16	-0.1693	-1.077	0.3328	-0.1615	-1.333	-0.9063	-0.173	-0.1493	-0.1384	1.205	0.367	-1.718	0.482	0.8107	-0.5164	0.693	0.4548	0.6066	0.3799	-0.7207	-0.3744	0.8635	0.213	-0.8859	-0.3584	-0.1758	-0.8376	-1.474	-0.5025	0.1519	1.265	-0.1288	-2.306	-1.129	0.1996	-0.9797	0.2136	-0.62164	0.8033	0.2666	0.9755	0.30075	0.02165	1.622	0.1967	-0.4089	0.4692	-0.4719	-0.6632	-0.15	-0.02805	0.1852	0.00255	-0.03865	-0.7744	0.7956	1.511	-0.536	1.068	1.026	1.112	0.4253	-0.7657	-0.02215	-1.322	0.5114	-0.3934	-0.2335	-0.1715	-0.7469	0.4375	1.033	-0.8353	-0.64	-0.7993	-0.6976	0.09905	0.4391	0.04945	-0.9513	0.1673	-0.6569	0.2708	0.9195	-0.7555	-0.3088	-1.146	0.5386	0.07445	0.1812	1.283	0.87874444	1.079	1.454	1.255	0.8313	0.8221	-0.5386	0.7718	-0.233	0.3681	0.7721	0.6262	-0.2536	-0.9128	1.327	-0.9807	0.4324	0.6331	-0.3249	1.151	0.3417	0.7439	1.063	-1.012	-0.8477	0.1151	-0.2604	-0.6096	-0.1476	-0.7548	-1.18	-0.6027	0.2076	0.4723	0.9698	-0.9824	-0.5489	0.2074	-0.3642	1.776	0.2416	0.4751	-0.3246	-1.775	0.5414	0.7577	1.019	-0.3187	0.8282	-0.4219	1.166	0.3452	-0.7598	-0.2054	0.6047	0.147	-0.4446	0.3658	1.454	0.2618	0.5407	0.1782	0.2828	0.7549	0.1206	0.1098	-0.3247	-0.02125	-1.105	0.5024	-1.653	0.4296	-0.3572
TFDP1	TFDP1	0.46750625	0.95655	0.04575	-0.0114	0.41515	-0.347	-0.50800625	0.15255835	0.72185	0.30265	0.29365	0.30225	0.7742	-0.3882	0.363791665	-0.989	-0.8254875	-0.1316	-0.528	-0.1004	-0.4997	0.67595	1.4095	0.71085	-0.5538	-0.1495	0.58865	-0.32042145	0.4429	0.519114286	0.26215	0.15881665	1.4481	-0.52765	0.3934	0.4811	-0.22015	0.59265	-2.711	-0.13015	-0.2312	0.167	0.35675	0.6166	0.73945	-0.43465	-0.1414	-0.7523785	1.1053	-0.4221	-0.061745	0.13955	0.06845	-0.101895	-0.467	-0.3132	-0.04855	0.66	-0.65665	0.74845	-0.2195	-0.38619375	-0.699325	0.1093	-1.09055	-0.25205	-0.35465	0.20405	-0.98975	0.5578	-0.6961	0.36525	0.71475	0.3769825	-0.3999357	0.22855	0.50825	0.6006	-0.22505	-0.16535	-0.41745	-0.59945	-0.619978	0.5787	-1.09185	-0.9069	-0.07155	-0.3805857	-0.22635	-1.01675	-0.9203215	-1.205525	-0.4098	-0.0712	-0.3469	-0.45895	-0.087855	-0.2873	-0.3067	-0.34465	-0.5884	-0.5102	-0.645644444	-0.28465	-0.23975	-0.45245	-0.8455	-1.031625	-0.58695	-0.5227	-0.431325	-0.13395	0.04995	0.32115	0.105485	-0.1595	-0.31055315	-0.9123	-0.44065	0.27925	-1.06635	0.05715	0.437	0.1985	0.8862	-0.64435	-0.3881	0.07349375	-0.66665	0.2716	-0.04725	-1.28155	0.0163	-0.45715	-0.16396667	-0.89025	0.27445	-0.34395	-0.63725	-0.19475	-0.241616665	-0.2036	0.4477	0.09465	1.03305	-0.08585	0.10205	0.26325	0.2291	0.39795	0.0167	0.15595	-0.0243	-0.37815	-0.7166	-0.5379	1.3369	-0.16635	-0.2516	0.318735	-0.00365	0.07535	-0.14865	-0.4697262	-0.20455	-0.31795	0.63947	0.421	0.5924	0.7803	0.4043	-0.59735	0.26075	-0.152405	0.32765	-0.090685	0.27535	-1.7415	-0.15735	0.20977855
